,0,1,2,3
1616,2014-06-05,0.0,42,67
1617,2014-06-06,0.0,43,79
1618,2014-06-07,0.0,48,80
1619,2014-06-08,0.0,45,68
1620,2014-06-09,0.0,42,72
1621,2014-06-10,0.0,46,76
1622,2014-06-11,0.0,55,76
1623,2014-06-12,0.0,54,71
1624,2014-06-13,0.0,43,55
1625,2014-06-14,0.0,39,66
1626,2014-06-15,0.0,52,66
1627,2014-06-16,0.0,53,83
1628,2014-06-17,0.0,54,70
1629,2014-06-18,0.0,46,77
1630,2014-06-19,0.0,54,76
1631,2014-06-20,0.0,49,62
1632,2014-06-21,0.0,55,74
1633,2014-06-22,0.0,56,77
1634,2014-06-23,0.0,59,76
1635,2014-06-24,0.0,58,67
1636,2014-06-25,0.0,53,70
1637,2014-06-26,0.0,48,79
1638,2014-06-27,0.0,51,80
1639,2014-06-28,0.0,58,83
1640,2014-06-29,0.0,64,80
1641,2014-06-30,0.0,62,83
1642,2014-07-01,0.0,63,75
1643,2014-07-02,0.0,48,63
1644,2014-07-03,0.0,44,69
1645,2014-07-04,0.0,48,75
1646,2014-07-05,0.0,50,76
1647,2014-07-06,0.0,60,70
1648,2014-07-07,0.0,55,75
1649,2014-07-08,0.0,47,61
1650,2014-07-09,0.0,48,63
1651,2014-07-10,0.0,43,73
1652,2014-07-11,0.0,50,76
1653,2014-07-12,0.0,59,77
1654,2014-07-13,0.0,52,66
1655,2014-07-14,0.0,50,74
1656,2014-07-15,0.0,50,67
1657,2014-07-16,0.0,49,68
1658,2014-07-17,0.0,47,77
1659,2014-07-18,0.0,52,81
1660,2014-07-19,0.0,53,80
1661,2014-07-20,0.0,55,82
1662,2014-07-21,0.0,58,82
1663,2014-07-22,0.0,51,81
1664,2014-07-23,0.0,49,69
1665,2014-07-24,0.0,49,71
1666,2014-07-25,0.0,49,81
1667,2014-07-26,0.0,59,70
1668,2014-07-27,0.0,55,72
1669,2014-07-28,0.0,50,65
1670,2014-07-29,0.0,49,67
1671,2014-07-30,0.0,48,65
1672,2014-07-31,0.0,51,74
1673,2014-08-01,0.0,52,74
1674,2014-08-02,0.0,49,80
1675,2014-08-03,0.0,53,79
1676,2014-08-04,0.0,53,76
1677,2014-08-05,0.0,52,77
1678,2014-08-06,0.0,52,75
1679,2014-08-07,0.0,53,80
1680,2014-08-08,0.0,55,82
1681,2014-08-09,0.0,56,85
1682,2014-08-10,0.0,57,82
1683,2014-08-11,0.0,60,79
1684,2014-08-12,0.0,54,66
1685,2014-08-13,0.0,50,65
1686,2014-08-14,0.0,50,61
1687,2014-08-15,0.0,49,72
1688,2014-08-16,0.0,57,70
1689,2014-08-17,0.0,53,70
1690,2014-08-18,0.0,52,70
1691,2014-08-19,0.0,56,63
1692,2014-08-20,0.0,60,68
1693,2014-08-21,0.0,59,76
1694,2014-08-22,0.0,59,79
1695,2014-08-23,0.0,62,76
1696,2014-08-24,0.0,61,77
1697,2014-08-25,0.0,62,76
1698,2014-08-26,0.0,54,68
1699,2014-08-27,0.0,49,64
1700,2014-08-28,0.0,44,69
1701,2014-08-29,0.0,50,64
1702,2014-08-30,0.0,62,77
1703,2014-08-31,0.0,59,72
1704,2014-09-01,0.0,59,72
1705,2014-09-02,0.0,53,73
1706,2014-09-03,0.0,52,78
1707,2014-09-04,0.0,61,72
1708,2014-09-05,0.0,55,67
1709,2014-09-06,0.0,46,67
1710,2014-09-07,0.0,44,76
1711,2014-09-08,0.0,54,76
1712,2014-09-09,0.0,54,77
1713,2014-09-10,0.0,43,65
1714,2014-09-11,0.0,44,54
1715,2014-09-12,0.0,39,54
1716,2014-09-13,0.0,40,54
1717,2014-09-14,0.0,41,56
1718,2014-09-15,0.0,44,58
1719,2014-09-16,0.0,40,65
1720,2014-09-17,0.0,42,59
1721,2014-09-18,0.0,36,52
1722,2014-09-19,0.0,39,61
1723,2014-09-20,0.0,52,68
1724,2014-09-21,0.0,46,55
1725,2014-09-22,0.0,41,60
1726,2014-09-23,0.0,46,72
1727,2014-09-24,0.0,50,72
1728,2014-09-25,0.0,52,73
1729,2014-09-26,0.0,50,76
1730,2014-09-27,0.0,50,77
1731,2014-09-28,0.0,51,80
1732,2014-09-29,0.0,42,61
1733,2014-09-30,0.0,42,58
1734,2014-10-01,0.0,51,57
1735,2014-10-02,0.0,56,58
1736,2014-10-03,0.0,50,62
1737,2014-10-04,0.0,38,50
1738,2014-10-05,0.0,36,47
1739,2014-10-06,0.0,37,54
1740,2014-10-07,0.0,42,58
1741,2014-10-08,0.0,39,46
1742,2014-10-09,0.0,40,48
1743,2014-10-10,0.0,39,48
1744,2014-10-11,0.0,33,51
1745,2014-10-12,0.0,33,59
1746,2014-10-13,0.0,43,55
1747,2014-10-14,0.0,50,60
1748,2014-10-15,0.0,49,54
1749,2014-10-16,0.0,48,57
1750,2014-10-17,0.0,41,51
1751,2014-10-18,0.0,32,45
1752,2014-10-19,0.0,29,47
1753,2014-10-20,0.0,44,50
1754,2014-10-21,0.0,33,48
1755,2014-10-22,0.0,27,50
1756,2014-10-23,0.0,31,54
1757,2014-10-24,0.0,40,53
1758,2014-10-25,0.0,47,56
1759,2014-10-26,0.0,33,47
1760,2014-10-27,0.0,31,45
1761,2014-10-28,0.0,43,52
1762,2014-10-29,0.0,37,44
1763,2014-10-30,0.0,34,45
1764,2014-10-31,T,27,36
1765,2014-11-01,0.0,23,36
1766,2014-11-02,0.0,23,50
1767,2014-11-03,0.0,37,54
1768,2014-11-04,0.0,37,51
1769,2014-11-05,0.0,36,41
1770,2014-11-06,T,31,40
1771,2014-11-07,0.1,28,34
1772,2014-11-08,1.0,28,39
1773,2014-11-09,0.4,23,37
1774,2014-11-10,3.5,23,31
1775,2014-11-11,1.8,23,30
1776,2014-11-12,4.3,20,29
1777,2014-11-13,18.2,24,28
1778,2014-11-14,T,20,30
1779,2014-11-15,0.0,12,28
1780,2014-11-16,0.8,18,28
1781,2014-11-17,1.5,12,28
1782,2014-11-18,6.8,10,25
1783,2014-11-19,3.9,3,23
1784,2014-11-20,11.6,11,25
1785,2014-11-21,2.9,7,28
1786,2014-11-22,0.0,28,37
1787,2014-11-23,0.0,34,43
1788,2014-11-24,0.9,29,42
1789,2014-11-25,3.1,23,28
1790,2014-11-26,1.7,16,27
1791,2014-11-27,2.7,2,26
1792,2014-11-28,0.1,-4,M
1793,2014-11-29,0.1,M,37
1794,2014-11-30,T,23,37
1795,2014-12-01,2.9,10,24
1796,2014-12-02,0.9,6,26
1797,2014-12-03,1.5,20,27
1798,2014-12-04,6.4,11,22
1799,2014-12-05,0.0,22,31
1800,2014-12-06,0.0,13,35
1801,2014-12-07,0.0,14,32
1802,2014-12-08,3.2,31,34
1803,2014-12-09,T,12,34
1804,2014-12-10,0.0,3,24
1805,2014-12-11,0.0,12,35
1806,2014-12-12,0.0,30,36
1807,2014-12-13,0.0,31,36
1808,2014-12-14,0.0,35,38
1809,2014-12-15,0.0,35,38
1810,2014-12-16,0.6,30,40
1811,2014-12-17,2.7,20,30
1812,2014-12-18,0.0,10,26
1813,2014-12-19,0.0,5,26
1814,2014-12-20,0.0,9,25
1815,2014-12-21,T,24,32
1816,2014-12-22,0.6,31,35
1817,2014-12-23,2.8,31,34
1818,2014-12-24,0.0,34,36
1819,2014-12-25,0.1,33,37
1820,2014-12-26,0.1,32,35
1821,2014-12-27,0.6,30,35
1822,2014-12-28,1.9,19,31
1823,2014-12-29,6.2,12,20
1824,2014-12-30,5.1,6,17
1825,2014-12-31,0.2,1,15
1826,2015-01-01,2.1,10,23
1827,2015-01-02,0.3,-1,19
1828,2015-01-03,0.8,18,31
1829,2015-01-04,2.2,0,29
1830,2015-01-05,1.5,-8,7
1831,2015-01-06,1.2,-4,14
1832,2015-01-07,1.8,-14,10
1833,2015-01-08,1.5,1,15
1834,2015-01-09,3.7,1,11
1835,2015-01-10,0.7,-6,12
1836,2015-01-11,0.3,2,20
1837,2015-01-12,1.0,-6,20
1838,2015-01-13,T,-6,15
1839,2015-01-14,T,9,21
1840,2015-01-15,1.5,18,29
1841,2015-01-16,T,-2,18
1842,2015-01-17,0.4,0,31
1843,2015-01-18,0.3,17,33
1844,2015-01-19,0.0,3,17
1845,2015-01-20,0.0,-4,17
1846,2015-01-21,T,-3,19
1847,2015-01-22,0.9,13,26
1848,2015-01-23,3.9,26,31
1849,2015-01-24,0.2,8,35
1850,2015-01-25,0.0,-12,12
1851,2015-01-26,0.1,-5,15
1852,2015-01-27,0.0,2,21
1853,2015-01-28,T,-1,25
1854,2015-01-29,2.0,4,29
1855,2015-01-30,T,-4,12
1856,2015-01-31,1.4,3,24
1857,2015-02-01,0.0,-11,3
1858,2015-02-02,0.0,-16,11
1859,2015-02-03,0.1,10,22
1860,2015-02-04,1.3,3,17
1861,2015-02-05,0.9,-13,17
1862,2015-02-06,2.7,14,20
1863,2015-02-07,3.7,9,16
1864,2015-02-08,0.2,4,17
1865,2015-02-09,0.0,-6,16
1866,2015-02-10,0.0,1,21
1867,2015-02-11,3.8,5,26
1868,2015-02-12,T,-10,5
1869,2015-02-13,2.7,-12,13
1870,2015-02-14,0.3,-14,11
1871,2015-02-15,0.0,-22,-4
1872,2015-02-16,0.0,-18,9
1873,2015-02-17,0.1,1,16
1874,2015-02-18,0.1,-6,7
1875,2015-02-19,0.0,-18,-5
1876,2015-02-20,0.9,-24,12
1877,2015-02-21,0.3,8,23
1878,2015-02-22,0.3,-12,8
1879,2015-02-23,T,-21,8
1880,2015-02-24,2.3,3,22
1881,2015-02-25,T,-7,3
1882,2015-02-26,T,-17,3
1883,2015-02-27,T,-12,17
1884,2015-02-28,0.0,-10,21
1885,2015-03-01,0.7,2,25
1886,2015-03-02,T,3,20
1887,2015-03-03,4.5,-2,25
1888,2015-03-04,0.4,-4,24
1889,2015-03-05,0.0,-15,13
1890,2015-03-06,T,-10,25
1891,2015-03-07,0.2,7,31
1892,2015-03-08,1.6,8,25
1893,2015-03-09,0.0,12,42
1894,2015-03-10,0.0,34,45
1895,2015-03-11,0.0,27,41
1896,2015-03-12,0.0,22,33
1897,2015-03-13,0.0,27,35
1898,2015-03-14,0.8,32,35
1899,2015-03-15,0.0,28,41
1900,2015-03-16,0.0,32,47
1901,2015-03-17,T,18,35
1902,2015-03-18,0.0,12,27
1903,2015-03-19,0.0,8,34
1904,2015-03-20,T,26,37
1905,2015-03-21,1.8,6,33
1906,2015-03-22,0.0,0,21
1907,2015-03-23,0.0,7,27
1908,2015-03-24,0.0,7,35
1909,2015-03-25,3.0,20,35
1910,2015-03-26,0.8,15,34
1911,2015-03-27,0.0,4,15
1912,2015-03-28,0.0,1,32
1913,2015-03-29,3.2,14,39
1914,2015-03-30,T,19,35
1915,2015-03-31,0.1,17,39
1916,2015-04-01,0.1,28,43
1917,2015-04-02,0.0,34,49
1918,2015-04-03,0.0,20,40
1919,2015-04-04,T,13,32
1920,2015-04-05,0.0,18,28
1921,2015-04-06,0.1,18,36
1922,2015-04-07,0.0,23,44
1923,2015-04-08,T,33,39
1924,2015-04-09,0.0,32,37
1925,2015-04-10,1.5,34,37
1926,2015-04-11,0.0,30,52
1927,2015-04-12,0.0,30,63
1928,2015-04-13,0.0,40,48
1929,2015-04-14,0.0,36,57
1930,2015-04-15,0.0,30,56
1931,2015-04-16,0.0,33,56
1932,2015-04-17,0.0,37,57
1933,2015-04-18,0.0,35,56
1934,2015-04-19,0.0,36,50
1935,2015-04-20,0.0,35,49
1936,2015-04-21,0.5,32,43
1937,2015-04-22,0.4,26,33
1938,2015-04-23,T,25,32
1939,2015-04-24,0.0,23,37
1940,2015-04-25,0.0,24,51
1941,2015-04-26,0.0,29,47
1942,2015-04-27,0.0,40,50
1943,2015-04-28,0.0,35,57
1944,2015-04-29,0.0,35,51
1945,2015-04-30,0.0,37,57
1946,2015-05-01,0.0,34,71
1947,2015-05-02,0.0,45,71
1948,2015-05-03,0.0,45,78
1949,2015-05-04,0.0,43,62
1950,2015-05-05,0.0,35,68
1951,2015-05-06,0.0,40,70
1952,2015-05-07,0.0,49,79
1953,2015-05-08,0.0,44,78
1954,2015-05-09,0.0,40,58
1955,2015-05-10,0.0,44,59
1956,2015-05-11,0.0,47,53
1957,2015-05-12,0.0,38,50
1958,2015-05-13,0.0,35,54
1959,2015-05-14,0.0,35,65
1960,2015-05-15,0.0,46,52
1961,2015-05-16,0.0,47,65
1962,2015-05-17,0.0,48,63
1963,2015-05-18,0.0,43,75
1964,2015-05-19,T,33,44
1965,2015-05-20,0.0,31,59
1966,2015-05-21,0.0,37,56
1967,2015-05-22,0.0,32,48
1968,2015-05-23,0.0,30,74
1969,2015-05-24,0.0,44,79
1970,2015-05-25,0.0,54,62
1971,2015-05-26,0.0,57,77
1972,2015-05-27,0.0,45,62
1973,2015-05-28,0.0,48,73
1974,2015-05-29,0.0,52,67
1975,2015-05-30,0.0,38,58
1976,2015-05-31,0.0,38,57
1977,2015-06-01,0.0,38,67
1978,2015-06-02,0.0,39,71
1979,2015-06-03,0.0,45,73
1980,2015-06-04,0.0,52,66
1981,2015-06-05,0.0,52,71
1982,2015-06-06,0.0,39,64
1983,2015-06-07,0.0,48,53
1984,2015-06-08,0.0,44,67
1985,2015-06-09,0.0,42,75
1986,2015-06-10,0.0,46,60
1987,2015-06-11,0.0,45,63
1988,2015-06-12,0.0,49,71
1989,2015-06-13,0.0,44,76
1990,2015-06-14,0.0,57,67
1991,2015-06-15,0.0,55,76
1992,2015-06-16,0.0,46,66
1993,2015-06-17,0.0,48,74
1994,2015-06-18,0.0,44,65
1995,2015-06-19,0.0,41,69
1996,2015-06-20,0.0,46,70
1997,2015-06-21,0.0,51,65
1998,2015-06-22,0.0,49,69
1999,2015-06-23,0.0,46,64
2000,2015-06-24,0.0,45,74
2001,2015-06-25,0.0,52,76
2002,2015-06-26,0.0,48,80
2003,2015-06-27,0.0,50,80
2004,2015-06-28,0.0,56,82
2005,2015-06-29,0.0,52,81
2006,2015-06-30,0.0,51,72
2007,2015-07-01,0.0,46,63
2008,2015-07-02,0.0,43,72
2009,2015-07-03,0.0,55,73
2010,2015-07-04,0.0,49,72
2011,2015-07-05,0.0,48,82
2012,2015-07-06,0.0,56,81
2013,2015-07-07,0.0,50,62
2014,2015-07-08,0.0,45,76
2015,2015-07-09,0.0,54,76
2016,2015-07-10,0.0,52,83
2017,2015-07-11,0.0,57,86
2018,2015-07-12,0.0,58,83
2019,2015-07-13,0.0,63,80
2020,2015-07-14,0.0,57,73
2021,2015-07-15,0.0,48,71
2022,2015-07-16,0.0,50,75
2023,2015-07-17,0.0,60,68
2024,2015-07-18,0.0,63,82
2025,2015-07-19,0.0,58,76
2026,2015-07-20,0.0,56,78
2027,2015-07-21,0.0,52,69
2028,2015-07-22,0.0,50,74
2029,2015-07-23,0.0,45,83
2030,2015-07-24,0.0,55,88
2031,2015-07-25,0.0,59,77
2032,2015-07-26,0.0,55,90
2033,2015-07-27,0.0,60,92
2034,2015-07-28,0.0,63,95
2035,2015-07-29,0.0,63,85
2036,2015-07-30,0.0,59,72
2037,2015-07-31,0.0,55,70
2038,2015-08-01,0.0,54,74
2039,2015-08-02,0.0,59,73
2040,2015-08-03,0.0,57,68
2041,2015-08-04,0.0,53,66
2042,2015-08-05,0.0,51,71
2043,2015-08-06,0.0,50,74
2044,2015-08-07,0.0,56,74
2045,2015-08-08,0.0,61,79
2046,2015-08-09,0.0,58,79
2047,2015-08-10,0.0,59,78
2048,2015-08-11,0.0,58,70
2049,2015-08-12,0.0,55,76
2050,2015-08-13,0.0,61,85
2051,2015-08-14,0.0,64,86
2052,2015-08-15,0.0,62,88
2053,2015-08-16,0.0,64,87
2054,2015-08-17,0.0,63,76
2055,2015-08-18,0.0,63,78
2056,2015-08-19,0.0,64,82
2057,2015-08-20,0.0,58,72
2058,2015-08-21,0.0,56,75
2059,2015-08-22,0.0,59,81
2060,2015-08-23,0.0,60,76
2061,2015-08-24,0.0,52,64
2062,2015-08-25,0.0,53,56
2063,2015-08-26,0.0,52,61
2064,2015-08-27,0.0,52,68
2065,2015-08-28,0.0,53,75
2066,2015-08-29,0.0,60,72
2067,2015-08-30,0.0,59,77
2068,2015-08-31,0.0,63,77
2069,2015-09-01,0.0,63,84
2070,2015-09-02,0.0,64,80
2071,2015-09-03,0.0,64,80
2072,2015-09-04,0.0,63,80
2073,2015-09-05,0.0,64,77
2074,2015-09-06,0.0,66,87
2075,2015-09-07,0.0,63,80
2076,2015-09-08,0.0,62,70
2077,2015-09-09,0.0,56,73
2078,2015-09-10,0.0,54,68
2079,2015-09-11,0.0,47,59
2080,2015-09-12,0.0,41,61
2081,2015-09-13,0.0,39,68
2082,2015-09-14,0.0,49,75
2083,2015-09-15,0.0,56,81
2084,2015-09-16,0.0,59,80
2085,2015-09-17,0.0,62,83
2086,2015-09-18,0.0,56,69
2087,2015-09-19,0.0,49,63
2088,2015-09-20,0.0,45,74
2089,2015-09-21,0.0,50,71
2090,2015-09-22,0.0,51,77
2091,2015-09-23,0.0,52,72
2092,2015-09-24,0.0,53,69
2093,2015-09-25,0.0,57,71
2094,2015-09-26,0.0,53,72
2095,2015-09-27,0.0,56,73
2096,2015-09-28,0.0,57,78
2097,2015-09-29,0.0,44,58
2098,2015-09-30,0.0,39,59
2099,2015-10-01,0.0,38,59
2100,2015-10-02,0.0,39,58
2101,2015-10-03,0.0,41,50
2102,2015-10-04,0.0,46,56
2103,2015-10-05,0.0,49,57
2104,2015-10-06,0.0,50,63
2105,2015-10-07,0.0,40,57
2106,2015-10-08,0.0,41,52
2107,2015-10-09,0.0,46,58
2108,2015-10-10,0.0,37,60
2109,2015-10-11,0.0,52,68
2110,2015-10-12,0.0,53,65
2111,2015-10-13,0.0,43,56
2112,2015-10-14,0.0,39,58
2113,2015-10-15,0.0,41,57
2114,2015-10-16,0.1,32,45
2115,2015-10-17,1.9,25,41
2116,2015-10-18,T,30,40
2117,2015-10-19,0.0,34,61
2118,2015-10-20,0.0,40,57
2119,2015-10-21,0.0,40,51
2120,2015-10-22,0.0,33,48
2121,2015-10-23,0.0,27,46
2122,2015-10-24,0.0,44,59
2123,2015-10-25,0.0,33,49
2124,2015-10-26,0.0,29,48
2125,2015-10-27,0.0,40,51
2126,2015-10-28,0.0,43,54
2127,2015-10-29,0.0,36,49
2128,2015-10-30,0.0,35,45
2129,2015-10-31,0.0,44,48
2130,2015-11-01,0.0,45,51
2131,2015-11-02,0.0,44,56
2132,2015-11-03,0.0,42,56
2133,2015-11-04,0.0,44,67
2134,2015-11-05,0.0,44,69
2135,2015-11-06,0.0,38,60
2136,2015-11-07,T,36,46
2137,2015-11-08,0.0,30,54
2138,2015-11-09,0.0,40,57
2139,2015-11-10,0.0,33,49
2140,2015-11-11,0.0,40,52
2141,2015-11-12,0.0,40,47
2142,2015-11-13,1.0,32,40
2143,2015-11-14,0.1,31,45
2144,2015-11-15,0.0,35,54
2145,2015-11-16,0.0,35,49
2146,2015-11-17,0.0,39,50
2147,2015-11-18,0.0,46,56
2148,2015-11-19,T,31,53
2149,2015-11-20,0.0,30,38
2150,2015-11-21,0.5,26,34
2151,2015-11-22,3.7,19,28
2152,2015-11-23,1.2,23,35
2153,2015-11-24,0.4,27,37
2154,2015-11-25,0.0,33,47
2155,2015-11-26,0.0,36,47
2156,2015-11-27,0.1,20,36
2157,2015-11-28,0.0,20,37
2158,2015-11-29,0.0,26,37
2159,2015-11-30,T,31,41
2160,2015-12-01,T,33,39
2161,2015-12-02,T,31,41
2162,2015-12-03,T,33,37
2163,2015-12-04,0.0,33,45
2164,2015-12-05,0.0,29,48
2165,2015-12-06,0.0,32,47
2166,2015-12-07,0.0,30,42
2167,2015-12-08,0.0,37,39
2168,2015-12-09,0.0,39,43
2169,2015-12-10,0.0,41,47
2170,2015-12-11,0.0,37,47
2171,2015-12-12,0.0,36,39
2172,2015-12-13,0.0,36,45
2173,2015-12-14,0.0,37,51
2174,2015-12-15,0.0,25,37
2175,2015-12-16,0.2,26,44
2176,2015-12-17,0.1,28,41
2177,2015-12-18,T,20,30
2178,2015-12-19,0.8,19,26
2179,2015-12-20,T,23,38
2180,2015-12-21,0.0,33,38
2181,2015-12-22,0.1,30,35
2182,2015-12-23,0.0,35,51
2183,2015-12-24,0.0,32,53
2184,2015-12-25,0.0,31,36
2185,2015-12-26,0.2,31,34
2186,2015-12-27,0.8,14,31
2187,2015-12-28,0.1,8,18
2188,2015-12-29,6.4,15,21
2189,2015-12-30,1.1,18,23
2190,2015-12-31,0.6,22,30
2191,2016-01-01,0.2,19,28
2192,2016-01-02,0.4,22,34
2193,2016-01-03,T,10,33
2194,2016-01-04,0.0,-2,10
2195,2016-01-05,T,7,34
2196,2016-01-06,0.1,28,37
2197,2016-01-07,1.4,32,36
2198,2016-01-08,1.5,33,38
2199,2016-01-09,1.0,27,36
2200,2016-01-10,1.7,7,27
2201,2016-01-11,1.4,7,16
2202,2016-01-12,1.5,-2,19
2203,2016-01-13,0.2,-4,13
2204,2016-01-14,1.3,3,16
2205,2016-01-15,0.8,10,16
2206,2016-01-16,0.9,6,17
2207,2016-01-17,1.0,2,13
2208,2016-01-18,0.2,-5,7
2209,2016-01-19,0.4,2,23
2210,2016-01-20,T,9,22
2211,2016-01-21,T,13,23
2212,2016-01-22,0.1,16,28
2213,2016-01-23,0.4,16,25
2214,2016-01-24,0.5,25,31
2215,2016-01-25,T,28,31
2216,2016-01-26,2.0,20,32
2217,2016-01-27,0.3,16,30
2218,2016-01-28,1.8,7,34
2219,2016-01-29,0.1,-4,19
2220,2016-01-30,0.4,19,39
2221,2016-01-31,T,34,40
2222,2016-02-01,T,24,35
2223,2016-02-02,1.1,24,33
2224,2016-02-03,2.3,14,33
2225,2016-02-04,0.2,5,23
2226,2016-02-05,0.9,18,29
2227,2016-02-06,1.9,20,29
2228,2016-02-07,2.5,26,34
2229,2016-02-08,T,28,37
2230,2016-02-09,1.1,7,29
2231,2016-02-10,0.2,-1,10
2232,2016-02-11,0.6,-9,17
2233,2016-02-12,1.6,-12,16
2234,2016-02-13,0.3,-18,3
2235,2016-02-14,T,-8,15
2236,2016-02-15,0.6,5,22
2237,2016-02-16,0.4,21,30
2238,2016-02-17,T,5,21
2239,2016-02-18,0.0,2,29
2240,2016-02-19,1.7,28,38
2241,2016-02-20,1.0,28,38
2242,2016-02-21,T,15,34
2243,2016-02-22,0.1,14,26
2244,2016-02-23,0.1,20,35
2245,2016-02-24,0.0,28,39
2246,2016-02-25,0.0,16,33
2247,2016-02-26,0.0,8,31
2248,2016-02-27,0.0,25,42
2249,2016-02-28,4.9,12,34
2250,2016-02-29,3.7,13,29
2251,2016-03-01,0.5,10,19
2252,2016-03-02,T,4,21
2253,2016-03-03,0.1,4,24
2254,2016-03-04,T,12,35
2255,2016-03-05,0.5,22,36
2256,2016-03-06,0.0,20,39
2257,2016-03-07,0.0,30,50
2258,2016-03-08,0.0,38,41
2259,2016-03-09,0.0,34,47
2260,2016-03-10,T,29,35
2261,2016-03-11,T,31,44
2262,2016-03-12,0.0,30,55
2263,2016-03-13,0.0,33,45
2264,2016-03-14,0.0,33,42
2265,2016-03-15,0.0,30,51
2266,2016-03-16,0.1,33,40
2267,2016-03-17,0.1,34,41
2268,2016-03-18,0.0,22,38
2269,2016-03-19,0.0,19,36
2270,2016-03-20,0.0,18,38
2271,2016-03-21,T,26,36
2272,2016-03-22,1.4,28,32
2273,2016-03-23,0.0,23,38
2274,2016-03-24,5.5,23,31
2275,2016-03-25,0.0,15,40
2276,2016-03-26,0.0,26,48
2277,2016-03-27,0.0,34,42
2278,2016-03-28,0.0,32,44
2279,2016-03-29,0.0,23,47
2280,2016-03-30,0.0,31,43
2281,2016-03-31,1.9,33,41
2282,2016-04-01,1.1,26,38
2283,2016-04-02,2.8,17,28
2284,2016-04-03,1.0,14,22
2285,2016-04-04,0.0,15,25
2286,2016-04-05,0.0,13,35
2287,2016-04-06,7.6,29,35
2288,2016-04-07,1.0,22,34
2289,2016-04-08,0.0,15,31
2290,2016-04-09,0.0,12,25
2291,2016-04-10,1.7,18,33
2292,2016-04-11,1.5,32,36
2293,2016-04-12,0.1,25,34
2294,2016-04-13,0.0,24,45
2295,2016-04-14,0.0,30,53
2296,2016-04-15,0.0,35,56
2297,2016-04-16,0.0,36,68
2298,2016-04-17,0.0,39,75
2299,2016-04-18,0.0,38,59
2300,2016-04-19,0.0,30,62
2301,2016-04-20,0.0,33,61
2302,2016-04-21,0.0,42,47
2303,2016-04-22,0.0,33,52
2304,2016-04-23,0.0,31,52
2305,2016-04-24,0.0,37,41
2306,2016-04-25,0.6,31,40
2307,2016-04-26,0.2,33,49
2308,2016-04-27,0.0,29,43
2309,2016-04-28,0.0,32,54
2310,2016-04-29,0.0,36,59
2311,2016-04-30,0.0,34,62
2312,2016-05-01,0.0,41,62
2313,2016-05-02,0.0,39,62
2314,2016-05-03,0.0,35,63
2315,2016-05-04,0.0,42,52
2316,2016-05-05,0.0,38,56
2317,2016-05-06,0.0,38,75
2318,2016-05-07,0.0,38,57
2319,2016-05-08,0.0,36,52
2320,2016-05-09,0.0,31,61
2321,2016-05-10,0.0,37,62
2322,2016-05-11,0.0,42,71
2323,2016-05-12,0.0,44,57
2324,2016-05-13,0.0,41,52
2325,2016-05-14,0.1,34,42
2326,2016-05-15,0.2,31,44
2327,2016-05-16,0.0,31,55
2328,2016-05-17,0.0,37,60
2329,2016-05-18,0.0,39,65
2330,2016-05-19,0.0,37,72
2331,2016-05-20,0.0,41,77
2332,2016-05-21,0.0,44,74
2333,2016-05-22,0.0,41,71
2334,2016-05-23,0.0,45,81
2335,2016-05-24,0.0,49,82
2336,2016-05-25,0.0,51,75
2337,2016-05-26,0.0,57,74
2338,2016-05-27,0.0,54,78
2339,2016-05-28,0.0,60,76
2340,2016-05-29,0.0,59,80
2341,2016-05-30,0.0,51,70
2342,2016-05-31,0.0,46,72
2343,2016-06-01,0.0,54,63
2344,2016-06-02,0.0,51,65
2345,2016-06-03,0.0,47,70
2346,2016-06-04,0.0,52,70
2347,2016-06-05,0.0,49,61
2348,2016-06-06,0.0,47,59
2349,2016-06-07,0.0,42,53
2350,2016-06-08,0.0,42,52
2351,2016-06-09,0.0,42,68
2352,2016-06-10,0.0,44,72
2353,2016-06-11,0.0,50,78
2354,2016-06-12,0.0,46,60
2355,2016-06-13,0.0,45,68
2356,2016-06-14,0.0,50,74
2357,2016-06-15,0.0,54,64
2358,2016-06-16,0.0,55,81
2359,2016-06-17,0.0,51,86
2360,2016-06-18,0.0,55,87
2361,2016-06-19,0.0,61,85
2362,2016-06-20,0.0,52,74
2363,2016-06-21,0.0,47,72
2364,2016-06-22,0.0,46,66
2365,2016-06-23,0.0,47,74
2366,2016-06-24,0.0,50,82
2367,2016-06-25,0.0,56,83
2368,2016-06-26,0.0,65,82
2369,2016-06-27,0.0,52,65
2370,2016-06-28,0.0,50,66
2371,2016-06-29,0.0,47,76
2372,2016-06-30,0.0,53,76
2373,2016-07-01,0.0,53,65
2374,2016-07-02,0.0,52,71
2375,2016-07-03,0.0,50,80
2376,2016-07-04,0.0,54,83
2377,2016-07-05,0.0,57,84
2378,2016-07-06,0.0,58,82
2379,2016-07-07,0.0,58,79
2380,2016-07-08,0.0,60,72
2381,2016-07-09,0.0,58,78
2382,2016-07-10,0.0,55,79
2383,2016-07-11,0.0,63,78
2384,2016-07-12,0.0,68,85
2385,2016-07-13,0.0,65,89
2386,2016-07-14,0.0,56,75
2387,2016-07-15,0.0,51,65
2388,2016-07-16,0.0,48,74
2389,2016-07-17,0.0,57,72
2390,2016-07-18,0.0,55,70
2391,2016-07-19,0.0,52,75
2392,2016-07-20,0.0,54,86
2393,2016-07-21,0.0,65,86
2394,2016-07-22,0.0,65,82
2395,2016-07-23,0.0,61,87
