,0,1,2,3
3177,2018-09-13,0.0,59,78
3178,2018-09-14,0.0,60,82
3179,2018-09-15,0.0,62,86
3180,2018-09-16,0.0,64,83
3181,2018-09-17,0.0,60,88
3182,2018-09-18,0.0,51,64
3183,2018-09-19,0.0,49,66
3184,2018-09-20,0.0,58,63
3185,2018-09-21,0.0,47,74
3186,2018-09-22,0.0,40,63
3187,2018-09-23,0.0,43,54
3188,2018-09-24,0.0,44,60
3189,2018-09-25,0.0,50,68
3190,2018-09-26,0.0,43,55
3191,2018-09-27,0.0,39,64
3192,2018-09-28,0.0,43,54
3193,2018-09-29,0.0,35,47
3194,2018-09-30,0.0,34,55
3195,2018-10-01,0.0,40,56
3196,2018-10-02,0.0,42,59
3197,2018-10-03,0.0,42,70
3198,2018-10-04,0.0,34,69
3199,2018-10-05,T,35,48
3200,2018-10-06,0.0,45,54
3201,2018-10-07,0.0,43,49
3202,2018-10-08,0.0,42,59
3203,2018-10-09,0.0,49,62
3204,2018-10-10,0.0,46,55
3205,2018-10-11,0.0,37,56
3206,2018-10-12,0.8,34,43
3207,2018-10-13,T,33,49
3208,2018-10-14,0.0,39,48
3209,2018-10-15,0.1,35,40
3210,2018-10-16,0.0,33,51
3211,2018-10-17,1.6,32,40
3212,2018-10-18,T,29,52
3213,2018-10-19,0.0,46,58
3214,2018-10-20,0.0,34,46
3215,2018-10-21,0.0,33,40
3216,2018-10-22,0.0,30,55
3217,2018-10-23,0.0,37,46
3218,2018-10-24,0.0,28,44
3219,2018-10-25,0.0,29,47
3220,2018-10-26,0.0,37,44
3221,2018-10-27,0.0,37,43
3222,2018-10-28,0.5,34,39
3223,2018-10-29,0.0,37,46
3224,2018-10-30,0.0,34,47
3225,2018-10-31,0.0,42,55
3226,2018-11-01,0.0,37,47
3227,2018-11-02,0.0,35,43
3228,2018-11-03,0.0,29,40
3229,2018-11-04,0.0,26,44
3230,2018-11-05,0.0,43,48
3231,2018-11-06,0.0,41,44
3232,2018-11-07,T,35,41
3233,2018-11-08,1.0,32,36
3234,2018-11-09,4.8,30,34
3235,2018-11-10,1.7,23,30
3236,2018-11-11,0.8,21,32
3237,2018-11-12,1.7,26,33
3238,2018-11-13,7.7,15,26
3239,2018-11-14,3.8,15,22
3240,2018-11-15,0.0,20,35
3241,2018-11-16,0.2,31,38
3242,2018-11-17,0.5,22,31
3243,2018-11-18,T,13,30
3244,2018-11-19,1.5,14,25
3245,2018-11-20,0.9,6,24
3246,2018-11-21,0.6,1,26
3247,2018-11-22,T,-2,26
3248,2018-11-23,0.0,25,38
3249,2018-11-24,0.0,37,40
3250,2018-11-25,T,32,38
3251,2018-11-26,T,25,32
3252,2018-11-27,T,22,27
3253,2018-11-28,0.2,23,32
3254,2018-11-29,0.4,29,35
3255,2018-11-30,0.1,30,36
3256,2018-12-01,0.0,34,36
3257,2018-12-02,4.6,30,37
3258,2018-12-03,T,17,30
3259,2018-12-04,0.0,10,33
3260,2018-12-05,1.9,19,31
3261,2018-12-06,3.4,9,29
3262,2018-12-07,0.1,7,21
3263,2018-12-08,0.2,13,30
3264,2018-12-09,0.0,20,30
3265,2018-12-10,0.0,28,34
3266,2018-12-11,0.1,21,34
3267,2018-12-12,T,19,31
3268,2018-12-13,0.0,31,35
3269,2018-12-14,0.3,27,38
3270,2018-12-15,0.0,23,40
3271,2018-12-16,0.0,30,40
3272,2018-12-17,0.0,23,37
3273,2018-12-18,0.0,16,30
3274,2018-12-19,0.0,26,42
3275,2018-12-20,0.0,37,39
3276,2018-12-21,0.6,19,38
3277,2018-12-22,0.0,11,25
3278,2018-12-23,1.2,14,24
3279,2018-12-24,0.3,20,29
3280,2018-12-25,0.1,20,28
3281,2018-12-26,T,18,31
3282,2018-12-27,1.3,18,32
3283,2018-12-28,T,11,39
3284,2018-12-29,0.1,3,19
3285,2018-12-30,0.1,18,31
3286,2018-12-31,0.1,20,35
3287,2019-01-01,T,5,20
3288,2019-01-02,1.1,12,23
3289,2019-01-03,1.8,22,35
3290,2019-01-04,0.0,25,38
3291,2019-01-05,T,25,36
3292,2019-01-06,T,16,35
3293,2019-01-07,12.3,16,32
3294,2019-01-08,0.6,27,37
3295,2019-01-09,4.8,11,28
3296,2019-01-10,0.0,3,14
3297,2019-01-11,0.5,0,14
3298,2019-01-12,T,4,17
3299,2019-01-13,0.0,0,17
3300,2019-01-14,0.2,13,31
3301,2019-01-15,0.3,27,33
3302,2019-01-16,0.5,5,32
3303,2019-01-17,0.3,10,22
3304,2019-01-18,2.0,-3,23
3305,2019-01-19,0.0,-14,3
3306,2019-01-20,0.0,-16,-2
3307,2019-01-21,0.0,-19,15
3308,2019-01-22,4.4,-2,20
3309,2019-01-23,2.8,17,26
3310,2019-01-24,4.0,10,23
3311,2019-01-25,1.0,-6,17
3312,2019-01-26,0.3,-18,2
3313,2019-01-27,1.6,-19,6
3314,2019-01-28,1.5,-24,-4
3315,2019-01-29,0.3,-13,5
3316,2019-01-30,0.9,-13,4
3317,2019-01-31,0.6,-12,7
3318,2019-02-01,T,-12,16
3319,2019-02-02,0.6,13,25
3320,2019-02-03,0.0,23,29
3321,2019-02-04,0.1,18,32
3322,2019-02-05,T,2,18
3323,2019-02-06,1.6,10,19
3324,2019-02-07,3.0,15,26
3325,2019-02-08,2.5,10,19
3326,2019-02-09,1.3,10,18
3327,2019-02-10,0.2,-1,19
3328,2019-02-11,0.2,11,23
3329,2019-02-12,3.8,14,22
3330,2019-02-13,3.0,12,20
3331,2019-02-14,4.7,14,25
3332,2019-02-15,3.6,20,27
3333,2019-02-16,T,6,20
3334,2019-02-17,T,3,21
3335,2019-02-18,0.0,3,14
3336,2019-02-19,T,0,26
3337,2019-02-20,3.7,7,26
3338,2019-02-21,0.7,23,32
3339,2019-02-22,T,20,33
3340,2019-02-23,1.7,18,32
3341,2019-02-24,5.3,23,34
3342,2019-02-25,7.4,7,23
3343,2019-02-26,0.6,0,13
3344,2019-02-27,1.1,4,19
3345,2019-02-28,0.1,-4,22
3346,2019-03-01,T,4,29
3347,2019-03-02,1.0,15,25
3348,2019-03-03,1.1,-1,15
3349,2019-03-04,0.4,-10,10
3350,2019-03-05,0.2,-6,14
3351,2019-03-06,T,-8,14
3352,2019-03-07,0.1,-2,16
3353,2019-03-08,0.0,-6,30
3354,2019-03-09,0.0,7,32
3355,2019-03-10,5.2,28,33
3356,2019-03-11,1.4,19,30
3357,2019-03-12,0.0,7,37
3358,2019-03-13,0.2,32,37
3359,2019-03-14,0.0,35,43
3360,2019-03-15,0.7,25,40
3361,2019-03-16,0.9,18,25
3362,2019-03-17,T,13,35
3363,2019-03-18,0.5,14,35
3364,2019-03-19,0.0,13,42
3365,2019-03-20,T,31,41
3366,2019-03-21,0.1,34,38
3367,2019-03-22,0.0,20,35
3368,2019-03-23,0.0,15,44
3369,2019-03-24,0.0,23,39
3370,2019-03-25,0.0,17,32
3371,2019-03-26,0.0,14,42
3372,2019-03-27,0.1,23,45
3373,2019-03-28,0.0,28,46
3374,2019-03-29,0.0,22,40
3375,2019-03-30,0.2,22,40
3376,2019-03-31,0.2,17,27
3377,2019-04-01,0.3,15,38
3378,2019-04-02,0.5,31,41
3379,2019-04-03,0.1,23,35
3380,2019-04-04,0.0,17,37
3381,2019-04-05,0.8,29,37
3382,2019-04-06,0.0,31,45
3383,2019-04-07,0.0,38,43
3384,2019-04-08,0.0,36,44
3385,2019-04-09,0.5,34,39
3386,2019-04-10,0.0,29,39
3387,2019-04-11,0.2,28,35
3388,2019-04-12,0.1,34,45
3389,2019-04-13,T,32,38
3390,2019-04-14,T,28,46
3391,2019-04-15,0.0,30,44
3392,2019-04-16,0.0,30,48
3393,2019-04-17,0.0,30,50
3394,2019-04-18,0.0,39,44
3395,2019-04-19,0.0,33,50
3396,2019-04-20,0.0,29,63
3397,2019-04-21,0.0,45,57
3398,2019-04-22,0.0,42,55
3399,2019-04-23,0.0,36,50
3400,2019-04-24,0.0,31,61
3401,2019-04-25,0.0,42,59
3402,2019-04-26,0.5,30,53
3403,2019-04-27,T,30,38
3404,2019-04-28,0.0,30,49
3405,2019-04-29,0.1,34,44
3406,2019-04-30,T,35,53
3407,2019-05-01,1.2,35,45
3408,2019-05-02,0.0,35,42
3409,2019-05-03,0.0,34,51
3410,2019-05-04,0.0,29,65
3411,2019-05-05,0.0,39,70
3412,2019-05-06,0.0,35,55
3413,2019-05-07,0.0,32,49
3414,2019-05-08,0.0,29,57
3415,2019-05-09,0.0,38,47
3416,2019-05-10,0.0,35,45
3417,2019-05-11,0.0,31,59
3418,2019-05-12,0.0,36,60
3419,2019-05-13,0.0,40,63
3420,2019-05-14,0.0,36,72
3421,2019-05-15,0.0,38,64
3422,2019-05-16,0.0,37,49
3423,2019-05-17,0.0,36,49
3424,2019-05-18,0.0,35,50
3425,2019-05-19,0.0,44,47
3426,2019-05-20,0.0,39,53
3427,2019-05-21,0.0,38,65
3428,2019-05-22,0.0,49,58
3429,2019-05-23,0.0,43,66
3430,2019-05-24,0.0,41,65
3431,2019-05-25,0.0,49,74
3432,2019-05-26,0.0,44,69
3433,2019-05-27,0.0,45,50
3434,2019-05-28,0.0,42,65
3435,2019-05-29,0.0,41,73
3436,2019-05-30,0.0,42,63
3437,2019-05-31,0.0,38,60
3438,2019-06-01,0.0,42,69
3439,2019-06-02,0.0,39,52
3440,2019-06-03,0.0,38,57
3441,2019-06-04,0.0,45,53
3442,2019-06-05,0.0,48,65
3443,2019-06-06,0.0,43,73
3444,2019-06-07,0.0,45,82
3445,2019-06-08,0.0,54,79
3446,2019-06-09,0.0,54,75
3447,2019-06-10,0.0,46,60
3448,2019-06-11,0.0,46,72
3449,2019-06-12,0.0,48,59
3450,2019-06-13,0.0,46,60
3451,2019-06-14,0.0,43,72
3452,2019-06-15,0.0,44,60
3453,2019-06-16,0.0,41,70
3454,2019-06-17,0.0,45,76
3455,2019-06-18,0.0,52,75
3456,2019-06-19,0.0,51,72
3457,2019-06-20,0.0,50,75
3458,2019-06-21,0.0,48,71
3459,2019-06-22,0.0,47,78
3460,2019-06-23,0.0,52,78
3461,2019-06-24,0.0,59,62
3462,2019-06-25,0.0,58,77
3463,2019-06-26,0.0,58,78
3464,2019-06-27,0.0,59,85
3465,2019-06-28,0.0,60,78
3466,2019-06-29,0.0,55,77
3467,2019-06-30,0.0,52,78
3468,2019-07-01,0.0,56,78
3469,2019-07-02,0.0,53,83
3470,2019-07-03,0.0,55,87
3471,2019-07-04,0.0,62,84
3472,2019-07-05,0.0,58,79
3473,2019-07-06,0.0,54,78
3474,2019-07-07,0.0,53,75
3475,2019-07-08,0.0,51,79
3476,2019-07-09,0.0,53,82
3477,2019-07-10,0.0,62,81
3478,2019-07-11,0.0,55,65
3479,2019-07-12,0.0,49,78
3480,2019-07-13,0.0,55,73
3481,2019-07-14,0.0,52,81
3482,2019-07-15,0.0,57,79
3483,2019-07-16,0.0,62,83
3484,2019-07-17,0.0,59,84
3485,2019-07-18,0.0,64,79
3486,2019-07-19,0.0,70,88
3487,2019-07-20,0.0,62,82
3488,2019-07-21,0.0,56,76
3489,2019-07-22,0.0,53,74
3490,2019-07-23,0.0,55,73
3491,2019-07-24,0.0,52,78
3492,2019-07-25,0.0,55,87
3493,2019-07-26,0.0,62,86
3494,2019-07-27,0.0,60,84
3495,2019-07-28,0.0,57,86
3496,2019-07-29,0.0,60,77
3497,2019-07-30,0.0,52,64
3498,2019-07-31,0.0,50,76
3499,2019-08-01,0.0,47,82
3500,2019-08-02,0.0,53,87
3501,2019-08-03,0.0,62,83
3502,2019-08-04,0.0,58,81
3503,2019-08-05,0.0,58,84
3504,2019-08-06,0.0,55,72
3505,2019-08-07,0.0,51,83
3506,2019-08-08,0.0,62,72
3507,2019-08-09,0.0,56,70
3508,2019-08-10,0.0,56,78
3509,2019-08-11,0.0,54,85
3510,2019-08-12,0.0,62,80
3511,2019-08-13,0.0,61,75
3512,2019-08-14,0.0,53,74
3513,2019-08-15,0.0,50,75
3514,2019-08-16,0.0,55,76
3515,2019-08-17,0.0,60,77
3516,2019-08-18,0.0,58,82
3517,2019-08-19,0.0,56,81
3518,2019-08-20,0.0,55,86
3519,2019-08-21,0.0,58,76
3520,2019-08-22,0.0,51,69
3521,2019-08-23,0.0,52,71
3522,2019-08-24,0.0,48,77
3523,2019-08-25,0.0,51,78
3524,2019-08-26,0.0,59,76
3525,2019-08-27,0.0,55,76
3526,2019-08-28,0.0,55,66
3527,2019-08-29,0.0,50,73
3528,2019-08-30,0.0,50,67
3529,2019-08-31,0.0,46,74
3530,2019-09-01,0.0,50,74
3531,2019-09-02,0.0,52,70
3532,2019-09-03,0.0,46,66
3533,2019-09-04,0.0,45,64
3534,2019-09-05,0.0,41,72
3535,2019-09-06,0.0,56,60
3536,2019-09-07,0.0,50,66
3537,2019-09-08,0.0,44,63
3538,2019-09-09,0.0,42,65
3539,2019-09-10,0.0,55,71
3540,2019-09-11,0.0,54,63
3541,2019-09-12,0.0,50,67
3542,2019-09-13,0.0,57,69
3543,2019-09-14,0.0,47,62
3544,2019-09-15,0.0,48,67
3545,2019-09-16,0.0,54,67
3546,2019-09-17,0.0,54,75
3547,2019-09-18,0.0,58,79
3548,2019-09-19,0.0,61,75
3549,2019-09-20,0.0,60,78
3550,2019-09-21,0.0,58,81
3551,2019-09-22,0.0,56,73
3552,2019-09-23,0.0,51,65
3553,2019-09-24,0.0,46,73
3554,2019-09-25,0.0,53,72
3555,2019-09-26,0.0,47,62
3556,2019-09-27,0.0,47,61
3557,2019-09-28,0.0,45,61
3558,2019-09-29,0.0,41,59
3559,2019-09-30,0.0,52,64
3560,2019-10-01,0.0,54,67
3561,2019-10-02,0.0,45,56
3562,2019-10-03,0.0,43,47
3563,2019-10-04,0.0,36,52
3564,2019-10-05,T,36,55
3565,2019-10-06,0.0,52,65
3566,2019-10-07,0.0,40,58
3567,2019-10-08,0.0,37,67
3568,2019-10-09,0.0,46,67
3569,2019-10-10,0.0,48,62
3570,2019-10-11,0.0,45,64
3571,2019-10-12,0.0,36,46
3572,2019-10-13,T,35,42
3573,2019-10-14,T,35,49
3574,2019-10-15,0.0,37,48
3575,2019-10-16,0.0,41,45
3576,2019-10-17,0.0,33,50
3577,2019-10-18,0.0,30,50
3578,2019-10-19,0.0,42,57
3579,2019-10-20,0.0,42,57
3580,2019-10-21,0.0,41,56
3581,2019-10-22,0.0,46,54
3582,2019-10-23,0.0,41,47
3583,2019-10-24,0.0,35,48
3584,2019-10-25,0.0,32,48
3585,2019-10-26,T,31,51
3586,2019-10-27,0.0,37,53
3587,2019-10-28,0.0,36,45
3588,2019-10-29,0.0,31,45
3589,2019-10-30,0.0,28,47
3590,2019-10-31,T,32,39
3591,2019-11-01,0.1,30,39
3592,2019-11-02,0.6,34,43
3593,2019-11-03,0.7,32,40
3594,2019-11-04,T,35,45
3595,2019-11-05,1.2,24,37
3596,2019-11-06,1.2,21,31
3597,2019-11-07,1.9,16,30
3598,2019-11-08,0.5,13,29
3599,2019-11-09,3.2,26,34
3600,2019-11-10,2.1,18,35
3601,2019-11-11,0.0,7,21
3602,2019-11-12,1.0,4,18
3603,2019-11-13,5.4,8,25
3604,2019-11-14,T,20,32
3605,2019-11-15,0.2,8,33
3606,2019-11-16,T,8,34
3607,2019-11-17,T,28,37
3608,2019-11-18,0.1,34,39
3609,2019-11-19,0.0,35,40
3610,2019-11-20,0.0,33,40
3611,2019-11-21,0.5,31,42
3612,2019-11-22,0.9,21,31
3613,2019-11-23,0.0,21,44
3614,2019-11-24,0.0,26,41
3615,2019-11-25,0.0,29,46
3616,2019-11-26,0.0,35,42
3617,2019-11-27,6.0,29,38
3618,2019-11-28,0.0,24,34
3619,2019-11-29,0.0,23,27
3620,2019-11-30,0.0,17,24
3621,2019-12-01,T,21,26
3622,2019-12-02,0.0,15,36
3623,2019-12-03,0.4,16,35
3624,2019-12-04,2.1,28,33
3625,2019-12-05,0.9,21,28
3626,2019-12-06,1.0,19,30
3627,2019-12-07,0.1,14,33
3628,2019-12-08,T,32,39
3629,2019-12-09,2.2,14,35
3630,2019-12-10,0.2,0,17
3631,2019-12-11,0.6,0,15
3632,2019-12-12,7.3,10,27
3633,2019-12-13,T,26,33
3634,2019-12-14,T,19,33
3635,2019-12-15,0.6,10,19
3636,2019-12-16,T,13,25
3637,2019-12-17,2.5,8,27
3638,2019-12-18,1.3,-3,14
3639,2019-12-19,1.4,-2,18
3640,2019-12-20,T,15,25
3641,2019-12-21,0.0,24,38
3642,2019-12-22,T,29,43
3643,2019-12-23,T,27,39
3644,2019-12-24,0.0,22,32
3645,2019-12-25,0.0,32,35
3646,2019-12-26,0.0,30,39
3647,2019-12-27,0.1,31,38
3648,2019-12-28,0.0,21,39
3649,2019-12-29,0.2,33,35
3650,2019-12-30,5.7,32,35
3651,2019-12-31,2.2,28,36
3652,2020-01-01,T,23,32
3653,2020-01-02,T,28,37
3654,2020-01-03,T,30,36
3655,2020-01-04,0.3,26,30
3656,2020-01-05,4.1,25,31
3657,2020-01-06,2.6,24,33
3658,2020-01-07,1.9,17,35
3659,2020-01-08,2.0,8,21
3660,2020-01-09,0.3,8,34
3661,2020-01-10,0.0,31,37
3662,2020-01-11,0.5,9,31
3663,2020-01-12,T,6,13
3664,2020-01-13,T,11,23
3665,2020-01-14,0.8,23,34
3666,2020-01-15,T,29,34
3667,2020-01-16,0.5,11,30
3668,2020-01-17,0.1,7,17
3669,2020-01-18,5.0,15,21
3670,2020-01-19,0.1,6,21
3671,2020-01-20,0.2,-1,27
3672,2020-01-21,T,18,30
3673,2020-01-22,1.8,29,35
3674,2020-01-23,2.1,32,35
3675,2020-01-24,0.1,32,38
3676,2020-01-25,1.4,34,37
3677,2020-01-26,0.5,30,34
3678,2020-01-27,0.6,27,33
3679,2020-01-28,0.1,22,28
3680,2020-01-29,T,15,23
3681,2020-01-30,0.3,21,28
3682,2020-01-31,0.5,28,32
3683,2020-02-01,1.3,29,35
3684,2020-02-02,0.9,32,35
3685,2020-02-03,T,29,37
3686,2020-02-04,0.8,19,32
3687,2020-02-05,0.1,18,25
3688,2020-02-06,0.1,13,31
3689,2020-02-07,0.2,1,27
3690,2020-02-08,0.1,-8,11
3691,2020-02-09,2.1,9,28
3692,2020-02-10,0.0,19,29
3693,2020-02-11,0.5,19,31
3694,2020-02-12,1.2,10,36
3695,2020-02-13,0.1,-9,10
3696,2020-02-14,0.1,0,17
3697,2020-02-15,1.1,16,27
3698,2020-02-16,1.2,15,26
3699,2020-02-17,0.2,14,25
3700,2020-02-18,6.0,17,31
3701,2020-02-19,2.9,12,20
3702,2020-02-20,0.1,-5,21
3703,2020-02-21,0.0,6,36
3704,2020-02-22,0.0,23,40
3705,2020-02-23,0.0,23,43
3706,2020-02-24,0.0,31,41
3707,2020-02-25,0.0,23,36
3708,2020-02-26,0.0,14,29
3709,2020-02-27,4.4,6,17
3710,2020-02-28,6.9,15,18
3711,2020-02-29,0.0,3,28
3712,2020-03-01,0.0,13,39
3713,2020-03-02,0.0,20,35
3714,2020-03-03,2.2,20,38
3715,2020-03-04,0.3,26,34
3716,2020-03-05,7.2,16,32
3717,2020-03-06,0.2,11,32
3718,2020-03-07,0.0,8,40
3719,2020-03-08,0.0,22,51
3720,2020-03-09,0.1,31,47
3721,2020-03-10,0.4,19,31
3722,2020-03-11,2.0,19,35
3723,2020-03-12,0.3,32,42
3724,2020-03-13,0.3,30,38
3725,2020-03-14,T,25,33
3726,2020-03-15,0.0,14,30
3727,2020-03-16,1.4,20,34
3728,2020-03-17,0.5,19,34
3729,2020-03-18,0.0,19,37
3730,2020-03-19,0.0,27,41
3731,2020-03-20,0.2,16,36
3732,2020-03-21,0.0,6,29
3733,2020-03-22,0.0,12,32
3734,2020-03-23,0.0,23,39
3735,2020-03-24,T,24,44
3736,2020-03-25,T,32,43
3737,2020-03-26,T,34,41
3738,2020-03-27,0.0,28,44
3739,2020-03-28,0.0,33,49
3740,2020-03-29,0.0,38,47
3741,2020-03-30,0.0,36,43
3742,2020-03-31,0.0,36,43
3743,2020-04-01,0.0,36,51
3744,2020-04-02,0.0,30,49
3745,2020-04-03,0.0,30,55
3746,2020-04-04,0.2,31,39
3747,2020-04-05,0.0,30,45
3748,2020-04-06,0.0,29,51
3749,2020-04-07,0.0,32,42
3750,2020-04-08,0.0,34,52
3751,2020-04-09,0.5,33,39
3752,2020-04-10,0.0,29,37
3753,2020-04-11,0.0,25,51
3754,2020-04-12,0.0,34,47
3755,2020-04-13,2.3,28,44
3756,2020-04-14,2.6,20,34
3757,2020-04-15,0.8,17,33
3758,2020-04-16,T,22,37
3759,2020-04-17,0.0,24,43
3760,2020-04-18,0.0,26,53
3761,2020-04-19,T,25,42
3762,2020-04-20,0.1,24,47
3763,2020-04-21,0.7,24,34
3764,2020-04-22,0.0,21,36
3765,2020-04-23,0.0,24,45
3766,2020-04-24,0.0,29,56
3767,2020-04-25,0.0,30,61
3768,2020-04-26,0.0,37,63
3769,2020-04-27,0.0,36,59
3770,2020-04-28,0.0,43,49
3771,2020-04-29,0.0,41,50
3772,2020-04-30,0.0,36,53
3773,2020-05-01,0.0,34,69
3774,2020-05-02,0.0,42,64
3775,2020-05-03,0.0,38,51
3776,2020-05-04,0.0,32,43
3777,2020-05-05,0.0,29,54
3778,2020-05-06,0.0,32,58
3779,2020-05-07,0.0,31,45
3780,2020-05-08,0.2,28,36
3781,2020-05-09,1.0,29,40
3782,2020-05-10,0.0,29,44
3783,2020-05-11,T,30,37
3784,2020-05-12,0.0,28,41
3785,2020-05-13,0.0,27,57
3786,2020-05-14,0.0,42,46
3787,2020-05-15,0.0,42,57
3788,2020-05-16,0.0,39,66
3789,2020-05-17,0.0,48,66
3790,2020-05-18,0.0,53,68
3791,2020-05-19,0.0,56,72
3792,2020-05-20,0.0,51,74
3793,2020-05-21,0.0,46,77
3794,2020-05-22,0.0,50,83
3795,2020-05-23,0.0,53,82
3796,2020-05-24,0.0,58,68
3797,2020-05-25,0.0,57,81
3798,2020-05-26,0.0,60,90
3799,2020-05-27,0.0,63,90
3800,2020-05-28,0.0,53,72
3801,2020-05-29,0.0,46,68
3802,2020-05-30,0.0,41,55
3803,2020-05-31,0.0,36,60
3804,2020-06-01,0.0,41,74
3805,2020-06-02,0.0,54,81
3806,2020-06-03,0.0,53,74
3807,2020-06-04,0.0,45,78
3808,2020-06-05,0.0,52,70
3809,2020-06-06,0.0,45,67
3810,2020-06-07,0.0,42,64
3811,2020-06-08,0.0,54,72
3812,2020-06-09,0.0,53,83
3813,2020-06-10,0.0,48,79
3814,2020-06-11,0.0,42,58
3815,2020-06-12,0.0,41,49
3816,2020-06-13,0.0,37,64
3817,2020-06-14,0.0,40,70
3818,2020-06-15,0.0,44,72
3819,2020-06-16,0.0,47,79
3820,2020-06-17,0.0,54,85
3821,2020-06-18,0.0,56,86
3822,2020-06-19,0.0,58,87
3823,2020-06-20,0.0,58,85
3824,2020-06-21,0.0,58,72
3825,2020-06-22,0.0,57,75
3826,2020-06-23,0.0,55,64
3827,2020-06-24,0.0,50,58
3828,2020-06-25,0.0,53,76
3829,2020-06-26,0.0,51,84
3830,2020-06-27,0.0,58,70
3831,2020-06-28,0.0,52,84
3832,2020-06-29,0.0,57,87
3833,2020-06-30,0.0,62,87
3834,2020-07-01,0.0,64,90
3835,2020-07-02,0.0,64,86
3836,2020-07-03,0.0,62,86
3837,2020-07-04,0.0,59,89
3838,2020-07-05,0.0,64,86
3839,2020-07-06,0.0,68,86
3840,2020-07-07,0.0,61,77
3841,2020-07-08,0.0,58,89
3842,2020-07-09,0.0,68,90
3843,2020-07-10,0.0,62,77
3844,2020-07-11,0.0,58,76
3845,2020-07-12,0.0,57,68
3846,2020-07-13,0.0,55,77
3847,2020-07-14,0.0,55,78
3848,2020-07-15,0.0,63,75
3849,2020-07-16,0.0,59,84
3850,2020-07-17,0.0,60,85
3851,2020-07-18,0.0,64,79
3852,2020-07-19,0.0,66,81
3853,2020-07-20,0.0,55,67
3854,2020-07-21,0.0,50,75
3855,2020-07-22,0.0,59,72
3856,2020-07-23,0.0,57,80
3857,2020-07-24,0.0,58,83
3858,2020-07-25,0.0,61,86
3859,2020-07-26,0.0,72,81
3860,2020-07-27,0.0,62,75
3861,2020-07-28,0.0,58,76
3862,2020-07-29,0.0,59,75
3863,2020-07-30,0.0,59,77
3864,2020-07-31,0.0,57,79
3865,2020-08-01,0.0,58,82
3866,2020-08-02,0.0,60,79
3867,2020-08-03,0.0,55,68
3868,2020-08-04,0.0,54,71
3869,2020-08-05,0.0,53,71
3870,2020-08-06,0.0,52,81
3871,2020-08-07,0.0,57,81
3872,2020-08-08,0.0,58,76
3873,2020-08-09,0.0,66,85
3874,2020-08-10,0.0,65,81
3875,2020-08-11,0.0,56,81
3876,2020-08-12,0.0,59,84
3877,2020-08-13,0.0,63,78
3878,2020-08-14,0.0,60,84
3879,2020-08-15,0.0,62,82
3880,2020-08-16,0.0,60,79
3881,2020-08-17,0.0,55,73
3882,2020-08-18,0.0,55,69
3883,2020-08-19,0.0,49,73
3884,2020-08-20,0.0,63,74
3885,2020-08-21,0.0,60,77
3886,2020-08-22,0.0,63,76
3887,2020-08-23,0.0,65,79
3888,2020-08-24,0.0,64,77
3889,2020-08-25,0.0,58,78
3890,2020-08-26,0.0,57,66
3891,2020-08-27,0.0,58,70
3892,2020-08-28,0.0,57,70
3893,2020-08-29,0.0,56,67
3894,2020-08-30,0.0,55,70
3895,2020-08-31,0.0,54,72
3896,2020-09-01,0.0,52,72
3897,2020-09-02,0.0,53,72
3898,2020-09-03,0.0,52,69
3899,2020-09-04,0.0,50,64
3900,2020-09-05,0.0,47,66
3901,2020-09-06,0.0,44,69
3902,2020-09-07,0.0,50,64
3903,2020-09-08,0.0,46,58
3904,2020-09-09,0.0,48,55
3905,2020-09-10,0.0,42,58
3906,2020-09-11,0.0,40,67
3907,2020-09-12,0.0,51,58
3908,2020-09-13,0.0,53,62
3909,2020-09-14,0.0,40,59
3910,2020-09-15,0.0,45,71
3911,2020-09-16,0.0,50,64
3912,2020-09-17,0.0,40,57
3913,2020-09-18,0.0,34,55
3914,2020-09-19,0.0,34,51
3915,2020-09-20,0.0,49,67
3916,2020-09-21,0.0,49,69
3917,2020-09-22,0.0,52,74
3918,2020-09-23,0.0,47,79
3919,2020-09-24,0.0,54,61
3920,2020-09-25,0.0,55,74
3921,2020-09-26,0.0,58,70
3922,2020-09-27,0.0,55,67
3923,2020-09-28,0.0,54,59
3924,2020-09-29,0.0,50,60
3925,2020-09-30,0.0,50,60
3926,2020-10-01,0.0,41,54
3927,2020-10-02,0.0,39,48
3928,2020-10-03,0.0,40,50
3929,2020-10-04,0.0,34,54
3930,2020-10-05,0.0,35,58
3931,2020-10-06,0.0,52,64
3932,2020-10-07,0.0,43,58
3933,2020-10-08,0.0,38,55
3934,2020-10-09,0.0,36,66
3935,2020-10-10,0.0,41,65
3936,2020-10-11,0.0,35,50
3937,2020-10-12,0.0,44,59
3938,2020-10-13,0.0,39,59
3939,2020-10-14,0.0,38,55
3940,2020-10-15,T,35,51
3941,2020-10-16,0.2,30,46
3942,2020-10-17,T,32,48
3943,2020-10-18,T,33,48
3944,2020-10-19,T,31,45
3945,2020-10-20,0.7,34,43
3946,2020-10-21,0.0,36,48
3947,2020-10-22,0.0,32,42
3948,2020-10-23,T,34,40
3949,2020-10-24,0.5,33,41
3950,2020-10-25,T,33,40
3951,2020-10-26,1.0,33,41
3952,2020-10-27,0.0,31,40
3953,2020-10-28,0.0,34,42
3954,2020-10-29,0.0,23,40
3955,2020-10-30,0.0,22,36
3956,2020-10-31,0.0,25,45
3957,2020-11-01,0.9,28,48
3958,2020-11-02,T,26,46
3959,2020-11-03,0.0,36,46
